,Practice_Code,BNF_Code,BNF_Description,Items,Quantity,ADQ_Usage
308,P92016,0106010E0AAAHAH,Ispag Husk_Gran Eff Sach 3.5g Orange S/F,1,60,30.0
309,C88026,0106010E0AAAJAJ,Ispag Husk_Pdr Sach 3.4g Orange S/F,2,112,108.8
310,P92017,0106010N0BBAAAA,Normacol_Gran 62%,4,500,124.0
311,L82010,0106020C0AAAAAA,Bisacodyl_Tab E/C 5mg,3,14,21.0
312,B87031,0106020C0AAAJAJ,Bisacodyl_Enem 10mg,1,56,56.0
313,E87002,0202010B0AAAXAX,Bendroflumethiazide_Oral Susp 2.5mg/5ml,2,300,120.0
314,B86067,0202010F0AAAAAA,Chlortalidone_Tab 50mg,3,14,42.0
315,H85001,0202010P0AAABAB,Indapamide_Oral Susp 2.5mg/5ml,1,150,30.0
316,H81067,0202010P0BJAAAD,Indipam XL_Tab 1.5mg,1,112,67.2
317,M87012,0202010V0AAAAAA,Metolazone_Tab 5mg,2,4,8.0
318,G83673,0202010Y0AAAAAA,Xipamide_Tab 20mg,1,84,84.0
319,F81716,0202020L0AAATAT,Furosemide_Oral Soln 5mg/5ml S/F,1,150,3.75
320,P92016,0202020L0AABIBI,Furosemide_Tab 500mg,1,56,700.0
321,M85071,0202030C0AAASAS,Amiloride HCl_Oral Soln 5mg/5ml S/F,1,150,15.0
322,P92021,0202030S0AAAUAU,Spironol_Tab 50mg,2,14,56.0
323,D81015,0202030W0AAAAAA,Triamterene_Cap 50mg,1,28,14.0
324,K84041,0202040U0BBAAAA,Frusene_Tab,1,42,42.0
325,L82030,0202040V0BBAAAA,Kalspare_Tab,1,28,28.0
326,E86017,0203020F0BCAAAB,Rythmodan_Cap 100mg,1,168,42.0
327,K81003,0203020I0AAARAR,Flecainide Acet_Liq Spec 5mg/5ml,1,200,1.0
328,M88004,0203020P0AAAIAI,Mexiletine HCl_Cap 100mg,1,84,10.5
329,A89004,0204000C0AAAAAA,Acebut HCl_Cap 100mg,1,112,28.0
330,E81029,0204000E0AAAAAA,Atenolol_Oral Soln 25mg/5ml S/F,1,300,20.0
331,C84024,0204000H0BFAFAB,Cardicor_Tab 10mg,1,28,28.0
332,D82029,0204000H0BKABAJ,Congescor_Tab 2.5mg (Tillomed),1,28,7.0
333,L81637,0204000I0BCACAD,Trandate_Tab 200mg,1,112,37.33333
334,L81644,0204000K0AAADAD,Metoprolol Tart_Tab 200mg M/R,1,56,74.66666
335,L83085,0204000K0AABKBK,Metoprolol Tart_Oral Soln 12.5mg/5ml,1,150,2.5
336,Y00090,0204000M0AAAJAJ,Nadolol_Oral Susp 40mg/5ml,2,100,13.33333
337,P92019,0204000R0AAAAAA,Propranolol HCl_Cap 80mg M/R,5,56,186.66665
338,D81031,0204000R0AACICI,Propranolol HCl_Liq Spec 5mg/5ml,1,200,1.66666
339,K81073,0204000R0BNAFAB,Beta-Prograne MR_Cap 160mg (Actavis),1,28,37.33333
340,K83050,0204000T0AAAFAF,Sotalol HCl_Tab 200mg,1,56,70.0
341,E85049,0205010J0AAA3A3,Hydralazine HCl_Liq Spec 10mg/5ml,1,300,6.0
342,N81016,0205020M0BBACAC,Physiotens_Tab 300mcg (Mylan),2,56,112.0
343,M81045,0205040S0BBAAAB,Hypovase_Tab 500mcg,1,60,6.0
344,E82133,0205040V0AAABAB,Terazosin HCl_Tab 2mg,1,28,11.2
345,A89017,0205051F0AABNBN,Captopril_Liq Spec 5mg/5ml,1,200,4.0
346,F81105,0205051F0AADZDZ,Captopril_Oral Soln 25mg/5ml S/F,1,100,10.0
347,P81022,0205051F0BCABAE,Capoten_Tab 25mg,1,56,28.0
348,C81114,0205051F0BIABEA,Noyada_Oral Soln 5mg/5ml,1,600,12.0
349,P92023,0205051I0AAABAB,Enalapril Mal_Tab 5mg,2,28,28.0
350,L81062,0205051I0AABZBZ,Enalapril Mal_Oral Susp 5mg/5ml,2,75,15.0
351,P92020,0205051J0AAABAB,Fosinopril Sod_Tab 20mg,1,28,37.33333
352,M85063,0205051L0AAAQAQ,Lisinopril_Oral Soln 5mg/5ml S/F,1,150,15.0
353,E81031,0205051L0BBACAC,Zestril_Tab 10mg,1,28,28.0
354,E81011,0205051R0BBAGAL,Tritace_Tab 2.5mg,1,28,14.0
355,E84674,0205051W0AAABAB,Imidapril HCl_Tab 5mg,2,28,28.0
356,J81648,0205051W0AAACAC,Imidapril HCl_Tab 20mg,3,56,336.0
357,M86045,0205051W0BBACAC,Tanatril_Tab 20mg,1,28,56.0
358,E81004,0205052I0BBABAB,Aprovel_Tab 150mg,2,28,56.0
359,P92023,0205052N0AAABAB,Losartan Pot_Tab 50mg,6,84,504.0
360,E84083,0205053A0BBABAB,Rasilez_Tab 300mg,1,56,112.0
361,P92620,0206020C0BJAAAT,Angitil SR 90_Cap 90mg,1,56,28.0
362,F81118,0206020C0BTAAAA,Retalzem 60_Tab 60mg,1,28,9.33333
363,E81047,0206020F0BIACAB,Vascalpha_Tab 5mg M/R (Almus),1,28,28.0
364,B86039,0206020F0BLABAC,Neofel XL_Tab 10mg,2,56,224.0
365,P92016,0206020R0AAAHAH,Nifedipine_Cap 20mg M/R,1,60,40.0
366,P92023,0206020R0AAANAN,Nifedipine_Tab 30mg M/R,1,56,56.0
367,M85087,0206020R0AABEBE,Nifedipine_Cap 30mg M/R,1,28,28.0
368,P92016,0206020T0AAADAD,Verapamil HCl_Tab 80mg,2,112,74.66666
369,P92017,0206020T0AAAGAG,Verapamil HCl_Tab 160mg,1,112,74.66666
370,C81030,0206020T0BMADAU,Vera-Til SR_Tab 120mg (Actavis),4,28,56.0
371,P92031,0206030N0BBABAB,Ikorel_Tab 20mg,1,60,30.0
372,M88008,0209000Y0AAAAAA,Prasugrel_Tab 5mg,2,28,28.0
373,B86047,0212000A0BBAAAA,Olbetam_Cap 250mg,1,60,30.0
374,P92019,0212000B0BBABAB,Lipitor_Tab 20mg,1,28,28.0
375,C84001,0212000D0BBABAB,Bezalip-Mono_Tab 400mg,2,30,60.0
376,G82650,0212000M0BBACAD,Lescol XL_Tab 80mg,1,28,56.0
377,P92016,0212000P0AAADAD,Fenofibrate_Cap 267mg (Micronised),2,56,99.68
378,M85110,0212000P0BBACAC,Lipantil Micro 67_Cap 67mg,1,28,6.25333
379,P92020,0212000X0AAADAD,Pravastatin Sod_Tab 40mg,1,84,111.99999
380,P92029,0212000Y0AAALAL,Simvastatin_Oral Susp 40mg/5ml S/F,1,150,39.99999
381,B87042,0301011E0AAAAAA,Formoterol Fumar_Pdr Inh Cap 12mcg +Dev,1,120,60.0
382,P92021,0301011R0AAAQAQ,Salbutamol_Pdr For Inh 200mcg (60 D),2,1,60.0
383,P92016,0301011R0BWABCA,Easyhaler_Salbutamol Sulf 200mcg (200D),1,1,100.0
384,P92019,0301020I0AAAFAF,Ipratrop Brom_Inh Soln 250mcg/1ml Ud,1,120,24.0
385,P92642,0301020Q0AAACAC,Tiotropium_Inha 2.5mcg (60D) CFF + Dev,3,2,180.0
386,E82006,0301030C0AAACAC,Aminophylline Hydrate_Tab 350mg M/R,1,28,21.77777
387,P84021,0301030S0AABLBL,Theophylline_Oral Susp 50mg/5ml,1,500,12.5
388,K84041,0301040R0BEAAAC,Salipraneb_Neb Soln 0.5/2.5mg/2.5ml Amp,1,120,60.0
389,P92024,0302000C0BPABBF,Clenil Modulite_Inha 100mcg (200D),23,1,1150.0
390,P92021,0302000C0BPACBV,Clenil Modulite_Inha 200mcg (200D),12,1,1200.0
391,P92634,0302000K0BGACAY,Easyhaler_Budesonide 400mcg (100 D),1,1,100.0
392,P81734,0302000K0BIADAL,Fobumix_Easyhaler 80mcg/4.5mcg (120 D),1,1,60.0
393,P92016,0302000N0BBASAS,Flixotide_Accuhaler 100mcg (60 D),2,2,120.0
394,G83066,0303020Z0AAAAAA,Zafirlukast_Tab 20mg,1,112,56.0
395,P92003,0304010ACBBABAB,Xyzal_Oral Soln 0.5mg/ml,1,400,40.0
396,Y02274,0304010D0BJAAAB,Lorapaed_Allergy Relief OralSoln 5mg/5ml,1,150,15.0
397,G81087,0304010I0BBACAA,Zirtek_Allergy Tab 10mg,2,30,60.0
398,E83032,0304010I0BBAFAA,Zirtek_Allergy Relief Tab 10mg,1,56,56.0
399,E84645,0304010I0BEAFAB,Benadryl_Allergy Child Soln 1mg/1ml,1,200,20.0
400,M85078,0304010K0AAABAB,Cyproheptadine HCl_Tab 4mg,1,60,19.99999
401,P92026,0304010W0AAAPAP,Promethazine HCl_Oral Soln 5mg/5ml S/F,2,100,8.0
402,E85712,0401010B0AABGBG,Chloral Hydrate_Liq Spec 200mg/5ml,1,500,20.0
403,C81057,0401010F0AAAAAA,Clomethi_Cap 192mg,1,84,42.0
404,B86092,0401010R0AAAXAX,Nitrazepam_Oral Susp 5mg/5ml,1,500,100.0
405,P92021,0401010T0AAAMAM,Temazepam_Tab 10mg,2,1,1.0
406,E81035,0401020E0AAADAD,Chlordiazepox HCl_Cap 5mg,1,90,15.0
407,P92615,0401020E0AAAEAE,Chlordiazepox HCl_Cap 10mg,1,84,27.99999
408,G85121,0401020P0AAABAB,Lorazepam_Tab 1mg,3,28,33.6
409,A82010,0401020P0AACICI,Lorazepam_Oral Soln 1mg/ml S/F,1,150,60.0
410,P92016,040201060AAASAS,Olanzapine_Orodisper Tab 5mg S/F,1,56,28.0
411,J81021,040201060AAAWAW,Olanzapine_Orodisper Tab 5mg,1,56,28.0
412,L81094,040201060BBADAD,Zyprexa_Tab 2.5mg,1,56,14.0
413,L84069,0402010ABAAAIAI,Quetiapine_Oral Soln 12.5mg/5ml,1,100,0.83333
414,K84052,0402010ABAABDBD,Quetiapine_Oral Susp 25mg/5ml,1,150,2.5
415,D83016,0402010ABBJAEAY,Mintreleq XL_Tab 400mg,1,28,37.33333
416,L82016,0402010B0AAAAAA,Benperidol_Tab 250mcg,1,112,18.66666
417,D81012,0402010C0BBAAAA,Clozaril_Tab 25mg,1,28,2.33333
418,K84056,0402010C0BCAAAA,Denzapine_Tab 25mg,1,56,4.66666
419,E82080,0402010H0AAAAAA,Flupentixol HCl_Tab 3mg,1,28,14.0
420,L84056,0402010J0AAA7A7,Haloperidol_Liq Spec 1mg/5ml,1,200,5.0
421,F81739,0402010J0BDACAG,Haldol_Oral Liq 2mg/1ml S/F,1,100,25.0
422,P81704,0402010K0AAAAAA,Levomeprom Mal_Tab 25mg,1,224,18.66666
423,P92626,0402020AAAAABAB,Risperidone_Inj Pdr 50mg Vl + Dil,1,2,33.33333
424,N85059,0402020G0BBAGAI,Depixol Low Volume_Inj 200mg/ml 1ml Amp,2,2,200.0
425,P92619,0402020L0AAAFAF,Fluphenazine Decan_Inj 100mg/ml 1ml Amp,1,2,200.0
426,K82058,0402020L0BBAFAB,Modecate Conc_Inj 100mg/ml 0.5ml Amp,1,1,50.0
427,E81044,0403010F0AAAAAA,Clomipramine HCl_Cap 10mg,2,28,7.46666
428,P92017,0403010X0AAABAB,Trazodone HCl_Cap 100mg,1,28,18.66666
429,P92035,0403030Q0AAAAAA,Sertraline HCl_Tab 50mg,16,56,896.0
430,P92015,0403040F0BBAAAA,Fluanxol_Tab 500mcg,1,224,112.0
431,P92020,0403040W0AAABAB,Venlafaxine_Tab 75mg,2,56,84.0
432,P92016,0403040W0BBADAD,Efexor XL_Cap 75mg,2,56,84.0
433,D81606,0403040W0BMAAAD,Politid XL_Cap 75mg,1,56,42.0
434,F81144,0403040W0BSABAE,Tonpular XL_Cap 150mg,1,28,42.0
435,M85141,0403040W0BWAAAD,Venlaneo XL_Cap 75mg,4,7,21.0
436,P92016,0403040X0AAALAL,Mirtazapine_Orodisper Tab 15mg,1,30,15.0
437,H82017,0403040X0BBAAAA,Zispin_Tab 30mg,1,60,60.0
438,N81121,0403040X0BBABAJ,Zispin_SolTab 30mg,1,56,56.0
439,P92017,0406000B0AAABAB,Betahistine HCl_Tab 16mg,10,84,420.0
440,P92015,0406000J0AAAJAJ,Domperidone_Tab 10mg,2,168,111.99998
441,B82026,0406000R0AAAAAA,Nabilone_Cap 1mg,2,280,280.0
442,G83057,0406000S0AAANAN,Ondansetron HCl_Orodisper Film 8mg S/F,1,10,5.0
443,F83615,0406000S0BEAAAM,Setofilm_Orodisper Film 4mg,1,10,2.5
444,P92023,0407010F0AAACAC,Co-Codamol Eff_Tab 8mg/500mg,2,200,66.66666
445,P92031,0407010F0BGABAH,Solpadol_Capl 30mg/500mg,1,100,16.66666
446,M85699,0407010F0BIAAAP,Panadol Ultra_Tab 12.8mg/500mg,1,40,6.66666
447,P92024,0407010F0BVAAAK,Codipar_Tab 15mg/500mg,1,100,16.66666
448,N81029,0407010H0BEAMBG,Calpol Six Plus_Susp 250mg/5ml C/F S/F,1,1000,16.66666
449,C86005,0407010H0BEATAW,Calpol_Infant Susp 120mg/5ml S/F C/F,1,200,1.6
450,P86023,0407010H0CGAAAM,Mandanol_Tab 500mg,1,200,33.33333
451,Y03662,040702040BBADAD,Zydol SR_Tab 150mg,1,4,3.0
452,P92008,040702040BFAAAU,Tramacet_Tab 37.5mg/325mg,1,28,4.66666
453,L82030,040702040BIAAAC,Tradorec XL_Tab 100mg,4,14,28.0
454,B83037,040702040BLABAD,Zeridame SR_Tab 150mg,1,56,42.0
455,P81020,040702040BTACAX,Invodol SR_Tab 200mg,1,56,56.0
456,A83029,040702040BUACAE,Maneo_Tab 200mg M/R,1,7,7.0
457,J82180,0407020A0AABWBW,Fentanyl_Transdermal Patch 37.5mcg/hr,1,10,30.30303
458,C84115,0407020A0BBAIAE,Durogesic DTrans_T/Derm Patch 25mcg,3,10,99.99999
459,P92616,0407020A0BEAEAH,Matrifen_Patch 100mcg/hr,2,10,66.66666
460,P81004,0407020A0BGADAH,Fentalis Reservoir_T/Derm Patch100mcg/hr,2,10,66.66666
461,L82011,0407020A0BMACAG,Victanyl_Transdermal Patch 75mcg/hr,1,10,33.33333
462,J81058,0407020A0BRAGAE,Opiodur_Transdermal Patch 25mcg/hr,1,10,33.33333
463,A82013,0407020A0BVAAAU,Yemex_Transdermal Patch 12mcg/hr,1,10,33.33333
464,D81629,0407020A0BVABAE,Yemex_Transdermal Patch 25mcg/hr,1,5,16.66666
465,P81112,0407020A0BVADAG,Yemex_Transdermal Patch 75mcg/hr,1,10,33.33333
466,P92023,0407020ADAAAGAG,Oxycodone HCl_Tab 20mg M/R,3,56,55.99999
467,P92042,0407020ADBCADAI,OxyContin_Tab 80mg M/R,2,56,149.33333
468,P92016,0407020ADBCAFAP,OxyContin_Tab 120mg M/R,1,1,2.0
469,P92616,0407020ADBCAHAR,OxyContin_Tab 30mg M/R,1,56,28.0
470,Y02736,0407020ADBDAAAK,Carexil_Tab 5mg M/R,2,56,9.33332
471,L81039,0407020ADBHABAD,Lynlor_Cap 10mg,2,84,27.99999
472,P92620,0407020ADBHACAE,Lynlor_Cap 20mg,1,112,37.33333
473,J82166,0407020ADBJAGAA,Shortec_Oral Soln 5mg/5ml,5,250,20.83332
474,D81055,0407020ADBKAAAK,Reltebon_Tab 5mg M/R,2,56,9.33333
475,E82005,0407020B0BJAAAE,Prenotrix_T/Derm Patch 35mcg/hr,2,4,24.0
476,P92019,0407020B0BKADAJ,Reletrans_Transdermal Patch 20mcg/hr,1,4,12.0
477,F81102,0407020C0AAABAB,Codeine Phos_Oral Soln 25mg/5ml,1,200,11.11111
478,P92014,0407020G0AAADAD,Dihydrocodeine Tart_Tab 60mg M/R,1,56,28.0
479,L81052,0407020G0BCADAI,DF 118 Fte_Tab 40mg,1,100,33.33333
480,L81106,0407020Q0AAEIEI,Morph Sulf_Cap 200mg M/R,1,60,120.0
481,G82020,0407020Q0AAFZFZ,Morph Sulf_Inj 5mg/5ml Amp,1,5,0.16666
482,A82621,0407020Q0BBAJDE,MST Continus_Susp Gran Sach 200mg,2,60,240.0
483,E87004,0407020Q0BBAKCG,MST Continus_Tab 5mg,1,14,0.7
484,P81051,0407020Q0BIAFEI,MXL_Cap 200mg,3,14,84.0
485,P92016,0407041T0BBADAD,Imigran Subject_Inj 6mg/0.5ml Pfs + Dev,1,2,2.0
486,L81123,0407041T0BBAJAC,Imigran Radis_Tab 100mg,1,6,6.0
487,C84001,0407041T0BBAKAF,Imigran Recovery_Tab 50mg,1,6,3.0
488,F81130,0407041U0AAABAB,Tolfenamic Acid_Tab 200mg,1,10,10.0
489,P92017,0407041Z0AAACAC,Zolmitriptan_Nsl Spy 5mg/0.1ml Ud,1,6,6.0
490,P81133,040801020BBAAAA,Convulex_Cap E/C 150mg,5,21,13.125
491,G82048,040801050AAAXAX,Topiramate_Liq Spec 12.5mg/5ml,1,300,1.875
492,L81033,040801050AACBCB,Topiramate_Oral Susp 100mg/5ml,1,400,100.0
493,M81024,0408010A0AAAHAH,Levetiracetam_Oral Soln 500mg/5ml S/F,1,900,59.99999
494,M85081,0408010A0AAALAL,Levetiracetam_Gran Sach 500mg S/F,1,60,19.99999
495,E81043,0408010ABAAABAB,Tiagabine_Tab 10mg,1,100,33.33333
496,P92014,0408010AEAAAEAE,Pregabalin_Cap 150mg,2,28,28.0
497,N81092,0408010AEBDAGAI,Lecaent_Cap 225mg,1,112,84.0
498,Y02657,0408010AEBEAHAG,Alzain_Cap 300mg,1,28,28.0
499,E81021,0408010AEBFACAC,Axalid_Cap 75mg,1,56,14.0
500,P92620,0408010D0AAAEAE,Oxcarbazepine_Oral Susp 300mg/5ml S/F,1,500,40.0
501,C88070,0408010F0AACQCQ,Clonazepam_Oral Soln 500mcg/5ml S/F,2,150,7.5
502,P92019,0408010G0AAAKAK,Gabapentin_Tab 800mg,1,28,18.66666
503,Y03752,0408010G0AAASAS,Gabapentin_Liq Spec 50mg/5ml,1,300,2.49999
504,E82017,0408010G0AAAVAV,Gabapentin_Liq Spec 500mg/5ml,1,500,41.66666
505,P92010,0408010G0BBADAJ,Neurontin_Tab 600mg,1,100,50.0
506,P92016,0408010H0BBAGA1,Lamictal_Tab 200mg,1,28,28.0
507,A82004,0408010H0BBAIAC,Lamictal_Tab 25mg (Valpr),1,14,1.75
508,P92033,0408010I0AAABAB,Ethosuximide_Oral Soln 250mg/5ml,1,400,20.0
509,C83635,0408010N0AACTCT,Phenobarb_Liq Spec 300mg/5ml,1,100,66.66666
510,B84612,0408010Q0AAAAAA,Phenytoin_Sod Cap 100mg,1,224,74.66666
511,P92026,0408010Q0AAAPAP,Phenytoin_Sod Cap 50mg,2,56,18.66666
512,J83632,0408010Q0BBADAP,Epanutin_Cap 50mg,1,56,9.33333
513,F81084,0408010Q0BBAEAA,Epanutin_Cap 100mg,2,28,18.66666
514,L81049,0408010W0AABRBR,Sod Valpr_Cap 300mg M/R,8,100,200.0
515,P92019,0408010W0BBAQBX,Epilim Chronosphere_Gran Sach 250mg M/R,1,160,33.33333
516,D81031,0408010W0BHABA2,Epival CR_Tab 500mg,1,120,50.0
517,P81214,0409010H0BBAAAA,ReQuip_Tab 250mcg,1,56,2.33333
518,P92639,0409010H0BBAHAL,ReQuip XL_Tab 4mg,1,28,18.66666
519,L81049,0409010H0BDACAM,Spiroco XL_Tab 8mg,1,7,9.33333
520,J81027,0409010H0BEAAAK,Ralnea XL_Tab 2mg,1,56,18.66666
521,F81087,0409010H0BJABAL,Ropilynz XL_Tab 4mg,1,28,18.66666
522,P92021,0409010K0BBAIAA,Madopar_Cap 50mg/12.5mg,1,90,29.99999
523,P92017,0409010K0BBALAD,Madopar_Tab Disper 100mg/25mg,1,112,4666.66666
524,P92014,0409010N0AAADAD,Co-Careldopa_Tab 12.5mg/50mg,1,90,29.99999
525,B81009,0409010P0AAABAB,Pergolide Mesil_Tab 250mcg,1,15,1.24999
526,L81049,0409010T0AAACAC,Selegiline HCl_Tab 10mg,1,28,28.0
527,Y00058,0409010W0BDAEAE,Oprymea_Tab 0.26mg M/R,1,60,6.24
528,C81048,0409010W0BDAGAG,Oprymea_Tab 1.05mg M/R,1,30,12.6
529,M85116,0409010X0BDAAAE,Stanek_Tab 75mg/18.75mg/200mg,1,60,15.0
530,P92023,0409010Z0AAACAC,Rotigotine_Transdermal Patch 6mg/24hrs,1,56,56.0
531,F84013,0409010Z0BBACAC,Neupro_Transdermal Patch 6mg/24hrs,1,28,28.0
532,L81073,0409020S0AAAEAE,Procyclidine HCl_Tab 5mg,3,84,83.99998
533,L81037,0409030P0AAACAC,Piracetam_Tab 1200mg,1,560,280.0
534,F81031,0411000D0AAAAAA,Donepezil HCl_Tab 5mg,2,28,37.33333
535,L81079,0411000E0BHAAAG,Prometax_Transdermal Patch 9.5mg/24hrs,1,30,30.0
536,H81097,0411000F0BCACAG,Galsya XL_Cap 24mg,1,28,42.0
537,K83039,0411000F0BEABAF,Acumor XL_Cap 16mg,1,28,28.0
538,G82060,0411000F0BFAAAE,Gatalin XL_Cap 8mg,1,56,28.0
539,K84017,0411000F0BIABAF,Galzemic XL_Cap 16mg,4,7,28.0
540,G83066,0411000F0BJABAF,Luventa XL_Cap 16mg,1,28,28.0
541,D81026,0411000G0BFAAAF,Valios_Orodisper Tab 10mg S/F,1,28,14.0
542,D83026,0501015P0AAABAB,Pivmecillinam HCl_Tab 200mg,1,10,3.33333
543,J81006,0501021A0AAAEAE,Cefaclor_Cap 500mg,1,21,14.0
544,B81069,0501021A0BBAEAG,Distaclor MR_Tab 375mg,1,84,42.0
545,G84007,0501030L0AAABAB,Lymecycline_Cap 408mg,1,112,56.0
546,P92607,0501030Z0BBAAAA,Efracea_Cap 40mg M/R,1,56,22.4
547,C84660,0501050B0BBAEAE,Klaricid XL_Tab 500mg,1,7,7.0
548,P92016,0501050H0AAABAB,Erythromycin_Ethylsuc Susp 250mg/5ml,1,100,5.0
549,E85643,0501090K0AACUCU,Isoniazid_Oral Soln 50mg/5ml,1,500,16.66666
550,L81022,0501090R0AAAFAF,Rifampicin_Oral Susp 100mg/5ml,1,200,6.66666
551,Y05826,0501090S0BDAAAC,Rifater_Tab,1,200,40.0
552,G85716,0501120L0AAAAAA,Ciprofloxacin_Tab 250mg,1,14,4.66666
553,P92033,0501120L0AABGBG,Ciprofloxacin_Gran For Susp 250mg/5ml,1,100,6.66666
554,C83075,0501130H0AAAAAA,Methenamine Hippurate_Tab 1g,1,60,30.0
555,B82032,0501130R0BHABAD,Genfura_Tab 50mg,1,28,7.0
556,P92042,0502010B0AAACAC,Fluconazole_Cap 200mg,1,8,8.0
557,N81045,0502010B0BBABAB,Diflucan_Cap 150mg,1,2,1.5
558,J81625,0502010C0AAAAAA,Itraconazole_Cap 100mg,1,10,5.0
559,F85703,0502050B0AACVCV,Griseofulvin_Oral Susp 175mg/5ml,1,315,22.05
560,P92021,0503021C0AAAHAH,Aciclovir_Tab Disper 400mg,1,112,14.93333
561,F81010,0503021C0BBAFAF,Zovirax_Chickenpox Tt/Susp 400mg/5ml S/F,1,100,2.66666
562,P85018,0503040B0BBAAAA,Tamiflu_Cap 75mg,1,10,5.0
563,L83056,0503040B0BBAEAG,Tamiflu_Pdr For Susp 6mg/1ml,1,65,2.6
564,P84678,0601021A0AAAHAH,Glimepiride_Liq Spec 6mg/5ml,1,160,96.0
565,P92033,0601021M0AAAMAM,Gliclazide_Tab 30mg M/R,1,56,10.5
566,Y02886,0601022B0BIABAV,Bolamyn SR_Tab 1000mg,1,56,37.33333
567,Y02657,0601023A0AAAAAA,Acarbose_Tab 50mg,1,84,27.99999
568,J81058,0601023ACBBABAB,Onglyza_Tab 2.5mg,1,28,14.0
569,E84048,0601023B0AAAAAA,Pioglitazone HCl_Tab 15mg,6,56,168.0
570,P92635,0601023U0BBAAAA,Starlix_Tab 60mg,1,168,55.99999
571,P92031,0601023X0BBABAB,Januvia_Tab 50mg,1,28,14.0
572,D83012,0602010M0AAAAAA,Liothyronine Sod_Tab 20mcg,2,14,14.0
573,L82009,0602010V0AAAFAF,Levothyrox Sod_Cap 50mcg,1,100,50.0
574,B81042,0602020N0AAAGAG,Propylthiouracil_Liq Spec 100mg/5ml,1,500,100.0
575,P92014,0606020A0AAACAC,Alendronic Acid_Tab 70mg,62,4,1736.0
576,E85052,1001010AAAAAAAA,Meloxicam_Tab 7.5mg,1,30,30.0
577,J81047,1001010AAAAAJAJ,Meloxicam_Orodisper Tab 15mg S/F,1,28,56.0
578,P92017,1001010AHAAABAB,Celecoxib_Cap 200mg,2,56,112.0
579,P92019,1001010C0AAADAD,Diclofenac Sod_Tab E/C 25mg,1,84,21.0
580,P92016,1001010C0AAAXAX,Diclof Sod E/C /Misopros_Tab 75mg/200mcg,1,112,56.0
581,D81025,1001010E0AAADAD,Etodolac_Tab 600mg M/R,4,30,120.0
582,J81052,1001010E0BHAAAD,Etolyn_Tab 600mg MR,1,30,30.0
583,P84056,1001010I0AAABAB,Flurbiprofen_Tab 50mg,2,100,50.0
584,C83082,1001010J0B4AQBH,Nurofen For Child_Susp100mg/5mlS/F(Sbery,1,100,1.66666
585,Y05142,1001010J0CDABBH,Numark_Ibuprofen Susp Jnr 100mg/5ml S/F,1,100,1.66666
586,B81054,1001010J0CJABAA,Anadin Ultra_Cap 200mg,1,40,6.66666
587,M84042,1001010J0CMACBA,Lloyds_Ibuprofen L/Last Cap 200mg,1,56,9.33333
588,P81051,1001010J0DBACBM,Calprofen_Oral Susp 100mg/5ml Sach5mlS/F,1,7,0.11666
589,P92633,1001010K0AAAFAF,Indometacin_Suppos 100mg,1,28,28.0
590,P85017,1001010K0AAAQAQ,Indometacin_Oral Soln 25mg/5ml,2,100,10.0
591,E84663,1001010N0AAAAAA,Mefenamic Acid_Cap 250mg,1,100,25.0
592,Y05676,1001010P0BCABAE,Naprosyn_Tab 500mg,1,56,37.33333
593,D81062,1001010P0BXAABD,Stirlescent_Tab Eff 250mg,1,20,6.66666
594,P81022,1001010S0AAAAAA,Sulindac_Tab 100mg,1,112,28.0
595,A81020,1202010M0AAABAB,Fluticasone Prop_Susp Nsl Dps 400mcg Ud,1,112,22.4
596,P81032,0102000ACAABABA,Atrop Sulf_Oral Soln 500mcg/5ml,2,100,16.66666
597,F81177,0102000J0BBAAAB,Merbentyl_Tab 10mg,1,84,27.99999
598,P92012,0102000N0BBADAB,Buscopan Cramps_Tab 10mg,1,40,5.0
599,L81073,0102000P0BCACAB,Colofac IBS_Tab 135mg,1,180,59.99999
600,P92019,0102000T0BBAAAF,Colpermin_Cap E/C 0.2ml M/R,1,100,33.33333
601,Y02378,0103010D0AAACAC,Cimetidine_Tab 800mg,1,60,60.0
602,P92017,0103010T0AABUBU,Ranitidine HCl_Oral Soln 150mg/5ml S/F,2,300,60.0
603,J81031,0103010T0BBAHAP,Zantac 75_Tab 75mg,1,112,28.0
604,P92035,0103050P0BBABAE,Losec_Cap E/C 40mg,1,56,112.0
605,P92035,0103050T0BBABAB,Pariet_Tab E/C 20mg,1,56,74.66666
606,L81026,0104020H0AAAAAA,Co-Phenotrope_Tab 2.5mg/25mcg,2,100,25.0
607,M81005,0104020L0AAAPAP,Loperamide HCl_Oral Susp 25mg/5ml,2,100,125.0
608,P92023,0105010B0AAACAC,Mesalazine_Enem 1g In 100ml,1,28,17.5
609,P92031,0105010B0AAAPAP,Mesalazine_Gran Sach G/R 500mg M/R S/F,1,100,31.25
610,P92016,0105010B0BCAAAC,Pentasa_Enem 1g In 100ml,1,28,17.5
611,P92017,0105010B0BDACAB,Salofalk_Suppos 500mg,2,28,17.5
612,E81008,0105010B0BDAFAX,Salofalk_Gran Sach G/R 1g M/R,1,30,18.75
613,P92016,0105010B0BIAAAS,Octasa_MR Tab E/C 800mg,1,180,90.0
614,C84637,0105010E0BBACAC,Salazopyrin_Suppos 500mg,2,20,10.0
615,H83017,0105020A0AAACAC,Budesonide_Cap 3mg (E/C Pellets),1,30,9.99999
